temperature,burden_shift,mean_replication,mean_latency,frustration_index,replica_q,final_energy,reactivation_cascade_risk
1.1428571428571428,0.20000000000000007,0.38333333333333336,0.23583333333333334,0.16666666666666666,0.059609375,-0.050000000000000266,0.4472222222222223
1.1428571428571428,0.3000000000000001,0.3622916666666667,0.23979166666666665,0.0,0.037223958333333335,1.5499999999999994,0.3622916666666667
1.1428571428571428,0.4,0.49020833333333336,0.16833333333333333,0.3,0.1296890625,0.049999999999998934,0.6372708333333333
1.5142857142857142,-0.2,0.258125,0.35583333333333333,0.0,0.0515546875,1.3499999999999996,0.258125
1.5142857142857142,-0.09999999999999999,0.31354166666666666,0.34020833333333333,0.8333333333333334,0.023321875000000002,3.0,0.5748263888888889
1.5142857142857142,2.7755575615628914e-17,0.27375,0.30020833333333335,0.2222222222222222,0.03982447916666667,1.7,0.33458333333333334
1.5142857142857142,0.10000000000000003,0.2916666666666667,0.34,0.4,0.020165625,2.3499999999999996,0.4083333333333333
1.5142857142857142,0.20000000000000007,0.36083333333333334,0.254375,0.2857142857142857,0.05207239583333334,2.1999999999999997,0.4639285714285714
1.5142857142857142,0.3000000000000001,0.35583333333333333,0.241875,0.5714285714285714,0.07199427083333335,2.65,0.5591666666666667
1.5142857142857142,0.4,0.42770833333333336,0.23895833333333333,0.4444444444444444,0.0884208333333333,-0.75,0.617800925925926
1.8857142857142857,-0.2,0.286875,0.38145833333333334,0.6,0.02486875,4.6499999999999995,0.459
1.8857142857142857,-0.09999999999999999,0.33541666666666664,0.31145833333333334,0.2,0.03203697916666667,1.9499999999999997,0.40249999999999997
1.8857142857142857,2.7755575615628914e-17,0.30395833333333333,0.31875,0.4166666666666667,0.020272395833333335,3.1999999999999997,0.4306076388888889
1.8857142857142857,0.10000000000000003,0.31604166666666667,0.28125,0.0,0.02510885416666667,1.5999999999999999,0.31604166666666667
1.8857142857142857,0.20000000000000007,0.319375,0.26979166666666665,0.5,0.013207291666666668,1.35,0.47906250000000006
1.8857142857142857,0.3000000000000001,0.47270833333333334,0.25375,0.75,0.06338072916666666,2.8,0.8272395833333334
1.8857142857142857,0.4,0.394375,0.229375,0.4,0.042818749999999996,-0.5500000000000016,0.552125
2.257142857142857,-0.2,0.283125,0.33916666666666667,0.3333333333333333,0.025420312500000004,3.8999999999999995,0.3775
2.257142857142857,-0.09999999999999999,0.27729166666666666,0.3283333333333333,0.2,0.028732812499999996,1.4999999999999996,0.33275
2.257142857142857,2.7755575615628914e-17,0.33,0.35104166666666664,0.7142857142857143,0.028776562500000002,3.15,0.5657142857142858
2.257142857142857,0.10000000000000003,0.34375,0.31708333333333333,0.4,0.025728125,1.8499999999999992,0.48124999999999996
2.257142857142857,0.20000000000000007,0.33979166666666666,0.33729166666666666,0.5555555555555556,0.015080208333333333,1.3499999999999992,0.5285648148148148
2.257142857142857,0.3000000000000001,0.34708333333333335,0.25833333333333336,0.2857142857142857,0.04332395833333333,0.049999999999998934,0.44625
2.257142857142857,0.4,0.371875,0.2675,0.6666666666666666,0.030973437499999996,2.0499999999999994,0.6197916666666666
2.6285714285714286,-0.2,0.25625,0.355625,0.6,0.0345515625,1.5999999999999999,0.41
2.6285714285714286,-0.09999999999999999,0.278125,0.3408333333333333,0.7,0.015161979166666664,3.25,0.4728125
2.6285714285714286,2.7755575615628914e-17,0.25166666666666665,0.33541666666666664,0.5,0.02704479166666667,2.8500000000000005,0.37749999999999995
2.6285714285714286,0.10000000000000003,0.39208333333333334,0.2808333333333333,0.5833333333333334,0.030957291666666668,4.4,0.6207986111111112
2.6285714285714286,0.20000000000000007,0.37604166666666666,0.294375,0.3333333333333333,0.047466666666666664,3.6999999999999997,0.5013888888888889
2.6285714285714286,0.3000000000000001,0.355625,0.26145833333333335,0.0,0.02683854166666667,1.7499999999999996,0.355625
2.6285714285714286,0.4,0.38458333333333333,0.26895833333333335,0.4444444444444444,0.0603484375,4.8,0.5555092592592592
3.0,-0.2,0.29833333333333334,0.34,0.3,0.019710416666666668,1.2499999999999998,0.38783333333333336
3.0,-0.09999999999999999,0.331875,0.3097916666666667,0.0,0.016017708333333335,1.25,0.331875
3.0,2.7755575615628914e-17,0.28125,0.31916666666666665,0.4,0.017832291666666666,2.3499999999999996,0.39375
3.0,0.10000000000000003,0.3252083333333333,0.2816666666666667,0.7777777777777778,0.023511979166666665,4.0,0.5781481481481481
3.0,0.20000000000000007,0.36,0.28833333333333333,0.5,0.028021875000000005,1.3499999999999996,0.54
3.0,0.3000000000000001,0.31625,0.36125,0.4,0.025667708333333334,4.6499999999999995,0.4427499999999999
3.0,0.4,0.39479166666666665,0.238125,0.16666666666666666,0.03584270833333333,1.4000000000000001,0.4605902777777778
